"cue","target","link"
"hair","bib",0
"hand","bib",0
"head","bib",0
"knee","bib",0
"leg","bib",0
"lips","bib",0
"mouth","bib",0
"nose","bib",0
"owie","bib",0
"penis","bib",0
"shoulder","bib",0
"toe","bib",0
"tongue","bib",0
"tooth","bib",0
"tummy","bib",0
"vagina","bib",0
"basket","bib",0
"blanket","bib",0
"bottle","bib",0
"bowl","bib",0
"box","bib",0
"broom","bib",0
"brush","bib",0
"bucket","bib",0
"camera","bib",0
"can","bib",0
"clock","bib",0
"comb","bib",0
"cup","bib",0
"dish","bib",0
"fork","bib",0
"garbage","bib",0
"glass","bib",0
"glasses","bib",0
"hammer","bib",0
"jar","bib",0
"keys","bib",0
"knife","bib",0
"lamp","bib",0
"light","bib",0
"medicine","bib",0
"money","bib",0
"mop","bib",0
"nail","bib",0
"napkin","bib",0
"paper","bib",0
"penny","bib",0
"picture","bib",0
"pillow","bib",0
"plant","bib",0
"plate","bib",0
"purse","bib",0
"radio","bib",0
"scissors","bib",0
"soap","bib",0
"spoon","bib",0
"tape","bib",0
"telephone","bib",0
"tissue","bib",0
"toothbrush","bib",0
"towel","bib",0
"trash","bib",0
"tray","bib",0
"vacuum","bib",0
"walker","bib",0
"watch","bib",0
"basement","bib",0
"bathroom","bib",0
"bathtub","bib",0
"bed","bib",0
"bedroom","bib",0
"bench","bib",0
"chair","bib",0
"closet","bib",0
"couch","bib",0
"crib","bib",0
"door","bib",0
"drawer","bib",0
"dryer","bib",0
"garage","bib",0
"high chair","bib",0
"kitchen","bib",0
"living room","bib",0
"oven","bib",0
"play pen","bib",0
"porch","bib",0
"potty","bib",0
"rocking chair","bib",0
"refrigerator","bib",0
"room","bib",0
"shower","bib",0
"sink","bib",0
"sofa","bib",0
"stairs","bib",0
"stove","bib",0
"table","bib",0
"TV","bib",0
"window","bib",0
"washing machine","bib",0
"backyard","bib",0
"cloud","bib",0
"flag","bib",0
"flower","bib",0
"garden","bib",0
"grass","bib",0
"hose","bib",0
"ladder","bib",0
"lawn mower","bib",0
"moon","bib",0
"pool","bib",0
"rain","bib",0
"rock","bib",0
"roof","bib",0
"sandbox","bib",0
"shovel","bib",0
"sidewalk","bib",0
"sky","bib",0
"slide","bib",0
"snow","bib",0
"snowman","bib",0
"sprinkler","bib",0
"star","bib",0
"stick","bib",0
"stone","bib",0
"street","bib",0
"sun","bib",0
"swing","bib",0
"tree","bib",0
"water","bib",0
"wind","bib",0
"alligator","boots",0
"animal","boots",0
"ant","boots",0
"bear","boots",0
"bee","boots",0
"bird","boots",0
"bug","boots",0
"bunny","boots",0
"butterfly","boots",0
"cat","boots",0
"chicken","boots",0
"cow","boots",0
"deer","boots",0
"dog","boots",0
"donkey","boots",0
"duck","boots",0
"elephant","boots",0
"fish","boots",0
"frog","boots",0
"giraffe","boots",0
"goose","boots",0
"hen","boots",0
"horse","boots",0
"kitty","boots",0
"lamb","boots",0
"lion","boots",0
"monkey","boots",0
"moose","boots",0
"mouse","boots",0
"owl","boots",0
"penguin","boots",0
"pig","boots",0
"pony","boots",0
"puppy","boots",0
"rooster","boots",0
"sheep","boots",0
"squirrel","boots",0
"teddybear","boots",0
"tiger","boots",0
"turkey","boots",0
"turtle","boots",0
"wolf","boots",0
"zebra","boots",0
"airplane","boots",0
"bicycle","boots",0
"boat","boots",0
"bus","boots",0
"car","boots",0
"firetruck","boots",0
"helicopter","boots",0
"motorcycle","boots",0
"sled","boots",0
"stroller","boots",0
"tractor","boots",0
"train","boots",0
"tricycle","boots",0
"truck","boots",0
"ball","boots",0
"balloon","boots",0
"bat","boots",0
"block","boots",0
"book","boots",0
"bubbles","boots",0
"chalk","boots",0
"crayon","boots",0
"doll","boots",0
"game","boots",0
"glue","boots",0
"pen","boots",0
"pencil","boots",0
"play dough","boots",0
"present","boots",0
"puzzle","boots",0
"story","boots",0
"toy","boots",0
"apple","boots",0
"applesauce","boots",0
"banana","boots",0
"beans","boots",0
"bread","boots",0
"butter","boots",0
"cake","boots",0
"candy","boots",0
"carrots","boots",0
"cereal","boots",0
"cheerios","boots",0
"cheese","boots",0
"chicken","boots",0
"chocolate","boots",0
"coffee","boots",0
"coke","boots",0
"cookie","boots",0
"corn","boots",0
"cracker","boots",0
"donut","boots",0
"drink","boots",0
"egg","boots",0
"fish","boots",0
"food","boots",0
"french fries","boots",0
"grapes","boots",0
"green beans","boots",0
"gum","boots",0
"hamburger","boots",0
"ice","boots",0
"ice cream","boots",0
"jello","boots",0
"jelly","boots",0
"juice","boots",0
"lollipop","boots",0
"meat","boots",0
"melon","boots",0
"milk","boots",0
"muffin","boots",0
"noodles","boots",0
"nuts","boots",0
"orange","boots",0
"pancake","boots",0
"peas","boots",0
"peanut butter","boots",0
"pickle","boots",0
"pizza","boots",0
"popcorn","boots",0
"popsicle","boots",0
"potato chip","boots",0
"potato","boots",0
"pretzel","boots",0
"pudding","boots",0
"pumpkin","boots",0
"raisin","boots",0
"salt","boots",0
"sandwich","boots",0
"sauce","boots",0
"soda","boots",0
"soup","boots",0
"spaghetti","boots",0
"strawberry","boots",0
"toast","boots",0
"tuna","boots",0
"vanilla","boots",0
"vitamins","boots",0
"water","boots",0
"yogurt","boots",0
"beads","boots",0
"belt","boots",0
"bib","boots",0
"boots","boots",0
"button","boots",0
"coat","boots",0
"diaper","boots",0
"dress","boots",0
"gloves","boots",0
"hat","boots",0
"jacket","boots",0
"jeans","boots",0
"mittens","boots",0
"necklace","boots",0
"pajamas","boots",0
"pants","boots",0
"scarf","boots",0
"shirt","boots",0
"shoe","boots",0
"shorts","boots",0
"slipper","boots",0
"sneaker","boots",1
"snowsuit","boots",0
"sock","boots",0
"sweater","boots",0
"tights","boots",0
"underpants","boots",0
"zipper","boots",0
"ankle","boots",0
"arm","boots",0
"belly button","boots",0
"buttocks","boots",0
"cheek","boots",0
"chin","boots",0
"ear","boots",0
"eye","boots",0
"face","boots",0
"finger","boots",0
"foot","boots",0
"hair","boots",0
"hand","boots",0
"head","boots",0
"knee","boots",0
"leg","boots",0
"lips","boots",0
"mouth","boots",0
"nose","boots",0
"owie","boots",0
"penis","boots",0
"shoulder","boots",0
"toe","boots",0
"tongue","boots",0
"tooth","boots",0
"tummy","boots",0
"vagina","boots",0
"basket","boots",0
"blanket","boots",0
"bottle","boots",0
"bowl","boots",0
"box","boots",0
"broom","boots",0
"brush","boots",0
"bucket","boots",0
"camera","boots",0
"can","boots",0
"clock","boots",0
"comb","boots",0
"cup","boots",0
"dish","boots",0
"fork","boots",0
"garbage","boots",0
"glass","boots",0
"glasses","boots",0
"hammer","boots",0
"jar","boots",0
"keys","boots",0
"knife","boots",0
"lamp","boots",0
"light","boots",0
"medicine","boots",0
"money","boots",0
"mop","boots",0
"nail","boots",0
"napkin","boots",0
"paper","boots",0
"penny","boots",0
"picture","boots",0
"pillow","boots",0
"plant","boots",0
"plate","boots",0
"purse","boots",0
"radio","boots",0
"scissors","boots",0
"soap","boots",0
"spoon","boots",0
"tape","boots",0
"telephone","boots",0
"tissue","boots",0
"toothbrush","boots",0
"towel","boots",0
"trash","boots",0
"tray","boots",0
"vacuum","boots",0
"walker","boots",0
"watch","boots",0
"basement","boots",0
"bathroom","boots",0
"bathtub","boots",0
"bed","boots",0
"bedroom","boots",0
"bench","boots",0
"chair","boots",0
"closet","boots",0
"couch","boots",0
"crib","boots",0
"door","boots",0
"drawer","boots",0
"dryer","boots",0
"garage","boots",0
"high chair","boots",0
"kitchen","boots",0
"living room","boots",0
"oven","boots",0
"play pen","boots",0
"porch","boots",0
"potty","boots",0
"rocking chair","boots",0
"refrigerator","boots",0
"room","boots",0
"shower","boots",0
"sink","boots",0
"sofa","boots",0
"stairs","boots",0
"stove","boots",0
"table","boots",0
"TV","boots",0
"window","boots",0
"washing machine","boots",0
"backyard","boots",0
"cloud","boots",0
"flag","boots",0
"flower","boots",0
"garden","boots",0
"grass","boots",0
"hose","boots",0
"ladder","boots",0
"lawn mower","boots",0
"moon","boots",0
"pool","boots",0
"rain","boots",0
"rock","boots",0
"roof","boots",0
"sandbox","boots",0
"shovel","boots",0
"sidewalk","boots",0
"sky","boots",0
"slide","boots",0
"snow","boots",0
"snowman","boots",0
"sprinkler","boots",0
"star","boots",0
"stick","boots",0
"stone","boots",0
"street","boots",0
"sun","boots",0
"swing","boots",0
"tree","boots",0
"water","boots",0
"wind","boots",0
"alligator","button",0
"animal","button",0
"ant","button",0
"bear","button",0
"bee","button",0
"bird","button",0
"bug","button",0
"bunny","button",0
"butterfly","button",0
"cat","button",0
"chicken","button",0
"cow","button",0
"deer","button",0
"dog","button",0
"donkey","button",0
"duck","button",0
"elephant","button",0
"fish","button",0
"frog","button",0
"giraffe","button",0
"goose","button",0
"hen","button",0
"horse","button",0
"kitty","button",0
"lamb","button",0
"lion","button",0
"monkey","button",0
"moose","button",0
"mouse","button",0
"owl","button",0
"penguin","button",0
"pig","button",0
"pony","button",0
"puppy","button",0
"rooster","button",0
"sheep","button",0
"squirrel","button",0
"teddybear","button",0
"tiger","button",0
"turkey","button",0
"turtle","button",0
"wolf","button",0
"zebra","button",0
"airplane","button",0
"bicycle","button",0
"boat","button",0
"bus","button",0
"car","button",0
"firetruck","button",0
"helicopter","button",0
"motorcycle","button",0
"sled","button",0
"stroller","button",0
"tractor","button",0
"train","button",0
"tricycle","button",0
"truck","button",0
"ball","button",0
"balloon","button",0
"bat","button",0
"block","button",0
"book","button",0
"bubbles","button",0
"chalk","button",0
"crayon","button",0
"doll","button",0
"game","button",0
"glue","button",0
"pen","button",0
"pencil","button",0
"play dough","button",0
"present","button",0
"puzzle","button",0
"story","button",0
"toy","button",0
"apple","button",0
"applesauce","button",0
"banana","button",0
"beans","button",0
"bread","button",0
"butter","button",0
"cake","button",0
"candy","button",0
"carrots","button",0
"cereal","button",0
"cheerios","button",0
"cheese","button",0
"chicken","button",0
"chocolate","button",0
"coffee","button",0
"coke","button",0
"cookie","button",0
"corn","button",0
"cracker","button",0
"donut","button",0
"drink","button",0
"egg","button",0
"fish","button",0
"food","button",0
"french fries","button",0
"grapes","button",0
"green beans","button",0
"gum","button",0
"hamburger","button",0
"ice","button",0
"ice cream","button",0
"jello","button",0
"jelly","button",0
"juice","button",0
"lollipop","button",0
"meat","button",0
"melon","button",0
"milk","button",0
"muffin","button",0
"noodles","button",0
"nuts","button",0
"orange","button",0
"pancake","button",0
"peas","button",0
"peanut butter","button",0
"pickle","button",0
"pizza","button",0
"popcorn","button",0
"popsicle","button",0
"potato chip","button",0
"potato","button",0
"pretzel","button",0
"pudding","button",0
"pumpkin","button",0
"raisin","button",0
"salt","button",0
"sandwich","button",0
"sauce","button",0
"soda","button",0
"soup","button",0
"spaghetti","button",0
"strawberry","button",0
"toast","button",0
"tuna","button",0
"vanilla","button",0
"vitamins","button",0
"water","button",0
"yogurt","button",0
"beads","button",0
"belt","button",0
"bib","button",0
"boots","button",0
"button","button",0
"coat","button",0
"diaper","button",0
"dress","button",0
"gloves","button",0
"hat","button",0
"jacket","button",0
"jeans","button",0
"mittens","button",0
"necklace","button",0
"pajamas","button",0
"pants","button",0
"scarf","button",0
"shirt","button",1
"shoe","button",0
"shorts","button",0
"slipper","button",0
"sneaker","button",0
"snowsuit","button",0
"sock","button",0
"sweater","button",0
"tights","button",0
"underpants","button",0
"zipper","button",1
"ankle","button",0
"arm","button",0
"belly button","button",0
"buttocks","button",0
"cheek","button",0
"chin","button",0
"ear","button",0
"eye","button",0
"face","button",0
"finger","button",0
"foot","button",0
"hair","button",0
"hand","button",0
"head","button",0
"knee","button",0
"leg","button",0
"lips","button",0
"mouth","button",0
"nose","button",0
"owie","button",0
"penis","button",0
"shoulder","button",0
"toe","button",0
"tongue","button",0
"tooth","button",0
"tummy","button",0
"vagina","button",0
"basket","button",0
"blanket","button",0
"bottle","button",0
"bowl","button",0
"box","button",0
"broom","button",0
"brush","button",0
"bucket","button",0
"camera","button",0
"can","button",0
"clock","button",0
"comb","button",0
"cup","button",0
"dish","button",0
"fork","button",0
"garbage","button",0
"glass","button",0
"glasses","button",0
"hammer","button",0
"jar","button",0
"keys","button",0
"knife","button",0
"lamp","button",0
"light","button",0
"medicine","button",0
"money","button",0
"mop","button",0
"nail","button",0
"napkin","button",0
"paper","button",0
"penny","button",0
"picture","button",0
"pillow","button",0
"plant","button",0
"plate","button",0
"purse","button",0
"radio","button",0
"scissors","button",0
"soap","button",0
"spoon","button",0
"tape","button",0
"telephone","button",0
"tissue","button",0
"toothbrush","button",0
"towel","button",0
"trash","button",0
"tray","button",0
"vacuum","button",0
"walker","button",0
"watch","button",0
"basement","button",0
"bathroom","button",0
"bathtub","button",0
"bed","button",0
"bedroom","button",0
"bench","button",0
"chair","button",0
"closet","button",0
"couch","button",0
"crib","button",0
"door","button",0
"drawer","button",0
"dryer","button",0
"garage","button",0
"high chair","button",0
"kitchen","button",0
"living room","button",0
"oven","button",0
"play pen","button",0
"porch","button",0
"potty","button",0
"rocking chair","button",0
"refrigerator","button",0
"room","button",0
"shower","button",0
"sink","button",0
"sofa","button",0
"stairs","button",0
"stove","button",0
"table","button",0
"TV","button",0
"window","button",0
"washing machine","button",0
"backyard","button",0
"cloud","button",0
"flag","button",0
"flower","button",0
"garden","button",0
"grass","button",0
"hose","button",0
"ladder","button",0
"lawn mower","button",0
"moon","button",0
"pool","button",0
"rain","button",0
"rock","button",0
"roof","button",0
"sandbox","button",0
"shovel","button",0
"sidewalk","button",0
"sky","button",0
"slide","button",0
"snow","button",0
"snowman","button",0
"sprinkler","button",0
"star","button",0
"stick","button",0
"stone","button",0
"street","button",0
"sun","button",0
"swing","button",0
"tree","button",0
"water","button",0
"wind","button",0
"alligator","coat",0
"animal","coat",0
"ant","coat",0
"bear","coat",0
"bee","coat",0
"bird","coat",0
"bug","coat",0
"bunny","coat",0
"butterfly","coat",0
"cat","coat",0
"chicken","coat",0
"cow","coat",0
"deer","coat",0
"dog","coat",0
"donkey","coat",0
"duck","coat",0
"elephant","coat",0
"fish","coat",0
"frog","coat",0
"giraffe","coat",0
"goose","coat",0
"hen","coat",0
"horse","coat",0
"kitty","coat",0
"lamb","coat",0
"lion","coat",0
"monkey","coat",0
"moose","coat",0
"mouse","coat",0
"owl","coat",0
"penguin","coat",0
"pig","coat",0
"pony","coat",0
"puppy","coat",0
"rooster","coat",0
"sheep","coat",0
"squirrel","coat",0
"teddybear","coat",0
"tiger","coat",0
"turkey","coat",0
"turtle","coat",0
"wolf","coat",0
"zebra","coat",0
"airplane","coat",0
"bicycle","coat",0
"boat","coat",0
"bus","coat",0
"car","coat",0
"firetruck","coat",0
"helicopter","coat",0
"motorcycle","coat",0
"sled","coat",0
"stroller","coat",0
"tractor","coat",0
"train","coat",0
"tricycle","coat",0
"truck","coat",0
"ball","coat",0
"balloon","coat",0
"bat","coat",0
"block","coat",0
"book","coat",0
"bubbles","coat",0
"chalk","coat",0
"crayon","coat",0
"doll","coat",0
"game","coat",0
"glue","coat",0
"pen","coat",0
"pencil","coat",0
"play dough","coat",0
"present","coat",0
"puzzle","coat",0
"story","coat",0
"toy","coat",0
"apple","coat",0
"applesauce","coat",0
"banana","coat",0
"beans","coat",0
"bread","coat",0
"butter","coat",0
"cake","coat",0
"candy","coat",0
"carrots","coat",0
"cereal","coat",0
"cheerios","coat",0
"cheese","coat",0
"chicken","coat",0
"chocolate","coat",0
"coffee","coat",0
"coke","coat",0
"cookie","coat",0
"corn","coat",0
"cracker","coat",0
"donut","coat",0
"drink","coat",0
"egg","coat",0
"fish","coat",0
"food","coat",0
"french fries","coat",0
"grapes","coat",0
"green beans","coat",0
"gum","coat",0
"hamburger","coat",0
"ice","coat",0
"ice cream","coat",0
"jello","coat",0
"jelly","coat",0
"juice","coat",0
"lollipop","coat",0
"meat","coat",0
"melon","coat",0
"milk","coat",0
"muffin","coat",0
"noodles","coat",0
"nuts","coat",0
"orange","coat",0
"pancake","coat",0
"peas","coat",0
"peanut butter","coat",0
"pickle","coat",0
"pizza","coat",0
"popcorn","coat",0
"popsicle","coat",0
"potato chip","coat",0
"potato","coat",0
"pretzel","coat",0
"pudding","coat",0
"pumpkin","coat",0
"raisin","coat",0
"salt","coat",0
"sandwich","coat",0
"sauce","coat",0
"soda","coat",0
"soup","coat",0
"spaghetti","coat",0
"strawberry","coat",0
"toast","coat",0
"tuna","coat",0
"vanilla","coat",0
"vitamins","coat",0
"water","coat",0
"yogurt","coat",0
"beads","coat",0
"belt","coat",0
"bib","coat",0
"boots","coat",0
"button","coat",1
"coat","coat",0
"diaper","coat",0
"dress","coat",0
"gloves","coat",0
"hat","coat",1
"jacket","coat",1
"jeans","coat",0
"mittens","coat",0
"necklace","coat",0
"pajamas","coat",0
"pants","coat",0
"scarf","coat",0
"shirt","coat",0
"shoe","coat",0
"shorts","coat",0
"slipper","coat",0
"sneaker","coat",0
"snowsuit","coat",0
"sock","coat",0
"sweater","coat",1
"tights","coat",0
"underpants","coat",0
"zipper","coat",0
"ankle","coat",0
"arm","coat",0
"belly button","coat",0
"buttocks","coat",0
"cheek","coat",0
"chin","coat",0
"ear","coat",0
"eye","coat",0
"face","coat",0
"finger","coat",0
"foot","coat",0
"hair","coat",0
"hand","coat",0
"head","coat",0
"knee","coat",0
"leg","coat",0
"lips","coat",0
"mouth","coat",0
"nose","coat",0
"owie","coat",0
"penis","coat",0
"shoulder","coat",0
"toe","coat",0
"tongue","coat",0
"tooth","coat",0
"tummy","coat",0
"vagina","coat",0
"basket","coat",0
"blanket","coat",0
"bottle","coat",0
"bowl","coat",0
"box","coat",0
"broom","coat",0
"brush","coat",0
"bucket","coat",0
"camera","coat",0
"can","coat",0
"clock","coat",0
"comb","coat",0
"cup","coat",0
"dish","coat",0
"fork","coat",0
"garbage","coat",0
"glass","coat",0
"glasses","coat",0
"hammer","coat",0
"jar","coat",0
"keys","coat",0
"knife","coat",0
"lamp","coat",0
"light","coat",0
"medicine","coat",0
"money","coat",0
"mop","coat",0
"nail","coat",0
"napkin","coat",0
"paper","coat",0
"penny","coat",0
"picture","coat",0
"pillow","coat",0
"plant","coat",0
"plate","coat",0
"purse","coat",0
"radio","coat",0
"scissors","coat",0
"soap","coat",0
"spoon","coat",0
"tape","coat",0
"telephone","coat",0
"tissue","coat",0
"toothbrush","coat",0
"towel","coat",0
"trash","coat",0
"tray","coat",0
"vacuum","coat",0
"walker","coat",0
"watch","coat",0
"basement","coat",0
"bathroom","coat",0
"bathtub","coat",0
"bed","coat",0
"bedroom","coat",0
"bench","coat",0
"chair","coat",0
"closet","coat",0
"couch","coat",0
"crib","coat",0
"door","coat",0
"drawer","coat",0
"dryer","coat",0
"garage","coat",0
"high chair","coat",0
"kitchen","coat",0
"living room","coat",0
"oven","coat",0
"play pen","coat",0
"porch","coat",0
"potty","coat",0
"rocking chair","coat",0
"refrigerator","coat",0
"room","coat",0
"shower","coat",0
"sink","coat",0
"sofa","coat",0
"stairs","coat",0
"stove","coat",0
"table","coat",0
"TV","coat",0
"window","coat",0
"washing machine","coat",0
"backyard","coat",0
"cloud","coat",0
"flag","coat",0
"flower","coat",0
"garden","coat",0
"grass","coat",0
"hose","coat",0
"ladder","coat",0
"lawn mower","coat",0
"moon","coat",0
"pool","coat",0
"rain","coat",1
"rock","coat",0
"roof","coat",0
"sandbox","coat",0
"shovel","coat",0
"sidewalk","coat",0
"sky","coat",0
"slide","coat",0
"snow","coat",0
"snowman","coat",0
"sprinkler","coat",0
"star","coat",0
"stick","coat",0
"stone","coat",0
"street","coat",0
"sun","coat",0
"swing","coat",0
"tree","coat",0
"water","coat",0
"wind","coat",0
"alligator","diaper",0
"animal","diaper",0
"ant","diaper",0
"bear","diaper",0
"bee","diaper",0
"bird","diaper",0
"bug","diaper",0
"bunny","diaper",0
"butterfly","diaper",0
"cat","diaper",0
"chicken","diaper",0
"cow","diaper",0
"deer","diaper",0
"dog","diaper",0
"donkey","diaper",0
"duck","diaper",0
"elephant","diaper",0
"fish","diaper",0
"frog","diaper",0
"giraffe","diaper",0
"goose","diaper",0
"hen","diaper",0
"horse","diaper",0
"kitty","diaper",0
"lamb","diaper",0
"lion","diaper",0
"monkey","diaper",0
"moose","diaper",0
"mouse","diaper",0
"owl","diaper",0
"penguin","diaper",0
"pig","diaper",0
"pony","diaper",0
"puppy","diaper",0
"rooster","diaper",0
"sheep","diaper",0
"squirrel","diaper",0
"teddybear","diaper",0
"tiger","diaper",0
"turkey","diaper",0
"turtle","diaper",0
"wolf","diaper",0
"zebra","diaper",0
"airplane","diaper",0
"bicycle","diaper",0
"boat","diaper",0
"bus","diaper",0
"car","diaper",0
"firetruck","diaper",0
"helicopter","diaper",0
"motorcycle","diaper",0
"sled","diaper",0
"stroller","diaper",0
"tractor","diaper",0
"train","diaper",0
"tricycle","diaper",0
"truck","diaper",0
"ball","diaper",0
"balloon","diaper",0
"bat","diaper",0
"block","diaper",0
"book","diaper",0
"bubbles","diaper",0
"chalk","diaper",0
"crayon","diaper",0
"doll","diaper",0
"game","diaper",0
"glue","diaper",0
"pen","diaper",0
"pencil","diaper",0
"play dough","diaper",0
"present","diaper",0
"puzzle","diaper",0
"story","diaper",0
"toy","diaper",0
"apple","diaper",0
"applesauce","diaper",0
"banana","diaper",0
"beans","diaper",0
"bread","diaper",0
"butter","diaper",0
"cake","diaper",0
"candy","diaper",0
"carrots","diaper",0
"cereal","diaper",0
"cheerios","diaper",0
"cheese","diaper",0
"chicken","diaper",0
"chocolate","diaper",0
"coffee","diaper",0
"coke","diaper",0
"cookie","diaper",0
"corn","diaper",0
"cracker","diaper",0
"donut","diaper",0
"drink","diaper",0
"egg","diaper",0
"fish","diaper",0
"food","diaper",0
"french fries","diaper",0
"grapes","diaper",0
"green beans","diaper",0
"gum","diaper",0
"hamburger","diaper",0
"ice","diaper",0
"ice cream","diaper",0
"jello","diaper",0
"jelly","diaper",0
"juice","diaper",0
"lollipop","diaper",0
"meat","diaper",0
"melon","diaper",0
"milk","diaper",0
"muffin","diaper",0
"noodles","diaper",0
"nuts","diaper",0
"orange","diaper",0
"pancake","diaper",0
"peas","diaper",0
"peanut butter","diaper",0
"pickle","diaper",0
"pizza","diaper",0
"popcorn","diaper",0
"popsicle","diaper",0
"potato chip","diaper",0
"potato","diaper",0
"pretzel","diaper",0
"pudding","diaper",0
"pumpkin","diaper",0
"raisin","diaper",0
"salt","diaper",0
"sandwich","diaper",0
"sauce","diaper",0
"soda","diaper",0
"soup","diaper",0
"spaghetti","diaper",0
"strawberry","diaper",0
"toast","diaper",0
"tuna","diaper",0
"vanilla","diaper",0
"vitamins","diaper",0
"water","diaper",0
"yogurt","diaper",0
"beads","diaper",0
"belt","diaper",0
"bib","diaper",0
"boots","diaper",0
"button","diaper",0
"coat","diaper",0
"diaper","diaper",0
"dress","diaper",0
"gloves","diaper",0
"hat","diaper",0
"jacket","diaper",0
"jeans","diaper",0
"mittens","diaper",0
"necklace","diaper",0
"pajamas","diaper",0
"pants","diaper",0
"scarf","diaper",0
"shirt","diaper",0
"shoe","diaper",0
"shorts","diaper",0
"slipper","diaper",0
"sneaker","diaper",0
"snowsuit","diaper",0
"sock","diaper",0
"sweater","diaper",0
"tights","diaper",0
"underpants","diaper",0
"zipper","diaper",0
"ankle","diaper",0
"arm","diaper",0
"belly button","diaper",0
"buttocks","diaper",0
"cheek","diaper",0
"chin","diaper",0
"ear","diaper",0
"eye","diaper",0
"face","diaper",0
"finger","diaper",0
"foot","diaper",0
"hair","diaper",0
"hand","diaper",0
"head","diaper",0
"knee","diaper",0
"leg","diaper",0
"lips","diaper",0
"mouth","diaper",0
"nose","diaper",0
"owie","diaper",0
"penis","diaper",0
"shoulder","diaper",0
"toe","diaper",0
"tongue","diaper",0
"tooth","diaper",0
"tummy","diaper",0
"vagina","diaper",0
"basket","diaper",0
"blanket","diaper",0
"bottle","diaper",0
"bowl","diaper",0
"box","diaper",0
"broom","diaper",0
"brush","diaper",0
"bucket","diaper",0
"camera","diaper",0
"can","diaper",0
"clock","diaper",0
"comb","diaper",0
"cup","diaper",0
"dish","diaper",0
"fork","diaper",0
"garbage","diaper",0
"glass","diaper",0
"glasses","diaper",0
"hammer","diaper",0
"jar","diaper",0
"keys","diaper",0
"knife","diaper",0
"lamp","diaper",0
"light","diaper",0
"medicine","diaper",0
"money","diaper",0
"mop","diaper",0
"nail","diaper",0
"napkin","diaper",0
"paper","diaper",0
"penny","diaper",0
"picture","diaper",0
"pillow","diaper",0
"plant","diaper",0
"plate","diaper",0
"purse","diaper",0
"radio","diaper",0
"scissors","diaper",0
"soap","diaper",0
"spoon","diaper",0
"tape","diaper",0
"telephone","diaper",0
"tissue","diaper",0
"toothbrush","diaper",0
"towel","diaper",0
"trash","diaper",0
"tray","diaper",0
"vacuum","diaper",0
"walker","diaper",0
"watch","diaper",0
"basement","diaper",0
"bathroom","diaper",0
"bathtub","diaper",0
"bed","diaper",0
"bedroom","diaper",0
"bench","diaper",0
"chair","diaper",0
"closet","diaper",0
"couch","diaper",0
"crib","diaper",0
"door","diaper",0
"drawer","diaper",0
"dryer","diaper",0
"garage","diaper",0
"high chair","diaper",0
"kitchen","diaper",0
"living room","diaper",0
"oven","diaper",0
"play pen","diaper",0
"porch","diaper",0
"potty","diaper",0
"rocking chair","diaper",0
"refrigerator","diaper",0
"room","diaper",0
"shower","diaper",0
"sink","diaper",0
"sofa","diaper",0
"stairs","diaper",0
"stove","diaper",0
"table","diaper",0
"TV","diaper",0
"window","diaper",0
"washing machine","diaper",0
"backyard","diaper",0
"cloud","diaper",0
"flag","diaper",0
"flower","diaper",0
"garden","diaper",0
"grass","diaper",0
"hose","diaper",0
"ladder","diaper",0
"lawn mower","diaper",0
"moon","diaper",0
"pool","diaper",0
"rain","diaper",0
"rock","diaper",0
"roof","diaper",0
"sandbox","diaper",0
"shovel","diaper",0
"sidewalk","diaper",0
"sky","diaper",0
"slide","diaper",0
"snow","diaper",0
"snowman","diaper",0
"sprinkler","diaper",0
"star","diaper",0
"stick","diaper",0
"stone","diaper",0
"street","diaper",0
"sun","diaper",0
"swing","diaper",0
"tree","diaper",0
"water","diaper",0
"wind","diaper",0
"alligator","dress",0
"animal","dress",0
"ant","dress",0
"bear","dress",0
"bee","dress",0
"bird","dress",0
"bug","dress",0
"bunny","dress",0
"butterfly","dress",0
"cat","dress",0
"chicken","dress",0
"cow","dress",0
"deer","dress",0
"dog","dress",0
"donkey","dress",0
"duck","dress",0
"elephant","dress",0
"fish","dress",0
"frog","dress",0
"giraffe","dress",0
"goose","dress",0
"hen","dress",0
"horse","dress",0
"kitty","dress",0
"lamb","dress",0
"lion","dress",0
"monkey","dress",0
"moose","dress",0
"mouse","dress",0
"owl","dress",0
"penguin","dress",0
"pig","dress",0
"pony","dress",0
"puppy","dress",0
"rooster","dress",0
"sheep","dress",0
"squirrel","dress",0
"teddybear","dress",0
"tiger","dress",0
"turkey","dress",0
"turtle","dress",0
"wolf","dress",0
"zebra","dress",0
"airplane","dress",0
"bicycle","dress",0
"boat","dress",0
"bus","dress",0
"car","dress",0
"firetruck","dress",0
"helicopter","dress",0
"motorcycle","dress",0
"sled","dress",0
"stroller","dress",0
"tractor","dress",0
"train","dress",0
"tricycle","dress",0
"truck","dress",0
"ball","dress",0
"balloon","dress",0
"bat","dress",0
"block","dress",0
"book","dress",0
"bubbles","dress",0
"chalk","dress",0
"crayon","dress",0
"doll","dress",1
"game","dress",0
"glue","dress",0
"pen","dress",0
"pencil","dress",0
"play dough","dress",0
"present","dress",0
"puzzle","dress",0
"story","dress",0
"toy","dress",0
"apple","dress",0
"applesauce","dress",0
"banana","dress",0
"beans","dress",0
"bread","dress",0
"butter","dress",0
"cake","dress",0
"candy","dress",0
"carrots","dress",0
"cereal","dress",0
"cheerios","dress",0
